id_cliente,Nombre,Apellido,Direccion,Telefono,Tarjeta,Edad,Salario,Genero,id_pais
11165,Norberto,Carter,1837 Lawman Avenue,9450037189,8.74504E+15,51,60000,M,1
11166,Maria,Townsley,1418 Boggess Street,8833518418,1.39346E+15,63,40000,F,10
11167,John,Wagner,3514 Ersel Street,4191031365,6.0125E+15,82,40000,M,7
11168,Elizabeth,Taylor,2684 Rosemont Avenue,8310545021,3.8404E+15,60,100000,F,10
11169,Patrick,Patton,577 Elkview Drive,6109917566,8.23127E+15,73,100000,M,10
11170,Marcus,Alvarez,911 Roosevelt Road,8757896736,8.01151E+15,63,60000,M,9
11171,Linda,Soto,66 Adonais Way,8937937707,4.30232E+15,74,40000,F,6
11172,Ester,Harman,4073 Raoul Wallenberg Place,2397728860,4.24596E+15,66,60000,F,3
11173,Thelma,Grice,527 Eagle Street,4338967451,1.19385E+15,60,40000,F,5
11174,Nicholas,Thompson,2489 Hanifan Lane,9640860297,8.02475E+15,26,60000,M,7
11175,Hugh,Brown,1442 Hog Camp Road,3333865794,4.38395E+15,88,60000,M,9
11176,Athena,Callahan,3989 Tavern Place,2851878379,4.94598E+15,79,40000,F,4
11177,Omar,White,1222 Post Avenue,2377200494,6.16137E+15,79,60000,M,9
11178,Josh,Greeley,122 Raccoon Run,8749295894,7.98643E+15,34,40000,M,8
11179,Donna,Alexander,2763 Thunder Road,2042104830,8.99639E+15,37,40000,F,6
11180,Roger,Parker,331 Shobe Lane,6371279040,6.07559E+15,83,60000,M,9
11181,Ellen,Hood,4624 Big Indian,8387064807,9.70225E+15,58,80000,F,8
11182,Robert,Hernandez,2688 Linda Street,9472115298,2.64034E+15,77,20000,M,4
11183,Sammy,Renfroe,1754 Briarhill Lane,9061712156,9.7743E+15,23,40000,M,6
11184,Charles,Hopwood,3756 Strother Street,5373829554,1.44222E+15,41,20000,M,1
11185,Ruth,Wilson,4272 Woodhill Avenue,5243875463,7.49715E+15,80,20000,F,9
11186,Kathryn,Clark,3411 Clover Drive,3309007357,5.14241E+15,63,100000,F,10
11187,Wendy,Davis,1039 New Creek Road,7585459297,7.41023E+15,64,60000,F,2
11188,William,Helm,3122 Blair Court,5464890521,1.73845E+15,58,40000,M,9
11189,Alice,Gama,2382 Virginia Street,7741130010,1.70075E+15,41,80000,F,7
11190,Marian,Thomas,1824 Arbor Court,1227596042,2.81842E+15,77,60000,F,4
11191,Danielle,Jenkins,1432 Rockwell Lane,9692559553,8.25646E+15,42,80000,F,7
11192,William,Mattson,762 Mayo Street,6740682907,5.17917E+15,34,40000,M,9
11193,Alice,Williams,2130 Rowes Lane,4318282351,2.11579E+15,53,60000,F,7
11194,Frances,Parks,441 Norma Avenue,5094202600,1.33411E+15,60,80000,F,10
11195,Jarrod,Jones,3584 Spinnaker Lane,4063182075,4.04958E+15,22,80000,M,6
11196,Larry,Mills,886 Junkins Avenue,4779319891,7.75038E+15,54,60000,M,8
11197,Matthew,Bergin,2211 Coal Street,4743939631,7.0773E+15,32,20000,M,2
11198,Lester,Chairez,4774 Oak Drive,5439118239,5.87371E+15,67,80000,M,7
11199,Rose,Vandergriff,982 Rebecca Street,4626113474,9.12687E+15,69,100000,F,2
11200,Virginia,Green,3108 Hickory Lane,4628095908,2.51866E+15,28,40000,F,3
11201,Cynthia,Ragland,4593 Buffalo Creek Road,6767133004,8.61746E+15,26,80000,F,3
11202,Barry,Marquez,2016 Station Street,8556841219,7.01268E+15,48,100000,M,3
11203,Nicholas,Scalf,516 Bungalow Road,5404835295,6.96747E+15,53,100000,M,2
11204,Mitchell,Pierce,2411 Stonecoal Road,5312179700,2.11073E+15,19,80000,M,8
11205,Heather,Newberry,4464 Layman Avenue,2843771050,1.0016E+15,72,60000,F,9
11206,Margret,Fuller,282 Stoneybrook Road,8544374282,1.09927E+15,55,60000,F,5
11207,Tamara,Holman,4178 Oak Ridge Drive,7986162468,9.58809E+15,55,40000,F,10
11208,Rita,Singleton,2283 Kovar Road,7221705511,5.04858E+15,73,20000,F,10
11209,Donna,Jackson,3878 Southern Avenue,8335051388,1.93348E+15,27,80000,F,7
11210,Geraldine,Lee,2331 Brooklyn Street,7209897442,7.1547E+15,43,20000,F,7
11211,Kevin,Todd,1675 Randall Drive,6277865495,6.04436E+15,68,100000,M,1
11212,Ivette,Baker,2611 Scenic Way,6982146222,1.3832E+15,84,100000,F,7
11213,William,Medrano,4752 Irish Lane,2650143420,3.91508E+15,39,100000,M,1
11214,Preston,McClary,3439 Yorkshire Circle,6736742751,6.76245E+15,62,40000,M,2
11215,Anthony,King,2798 Caynor Circle,8631975153,4.87815E+15,71,40000,M,1
11216,Belinda,Marshall,1140 Star Route,5928544610,1.04262E+15,36,60000,F,10
11217,Kerry,Ramey,4785 Taylor Street,9723748677,1.92699E+15,55,80000,M,5
11218,Mary,Draeger,1364 Heritage Road,9659801675,4.40854E+15,24,100000,F,9
11219,Donald,Crawford,1608 Harley Vincent Drive,2505207440,8.46359E+15,71,60000,M,6
11220,Reina,Ashley,1706 Agriculture Lane,3136756536,4.4892E+15,83,20000,F,2
11221,Carol,White,1202 Woodland Terrace,5532230643,8.54968E+15,89,20000,F,3
11222,Kevin,Dotson,895 Brooklyn Street,3264416714,8.41195E+15,79,60000,M,1
11223,Dorothy,Espinoza,1521 Hillcrest Lane,9407296377,8.54441E+15,48,40000,F,7
11224,Leslie,Massingill,1902 Timber Oak Drive,1036462121,8.42903E+15,32,20000,M,9
11225,Eula,Gabriel,2451 Brannon Avenue,3706037801,2.15654E+15,34,100000,F,7
11226,Gregory,Slattery,1182 Oak Drive,8176976398,7.69003E+15,65,40000,M,8
11227,Oscar,Lambert,4289 Cedarstone Drive,3660192206,3.30472E+15,63,40000,M,5
11228,Michelle,Arizmendi,1529 Kuhl Avenue,6281895716,3.41209E+15,56,80000,F,6
11229,Robert,Hein,4614 Heavner Court,8653419373,9.49027E+15,70,100000,M,4
11230,Alan,Mitchell,2471 Olive Street,6897974555,4.09438E+15,35,60000,M,1
11231,William,Rabon,1315 Felosa Drive,8500463621,8.61659E+15,50,80000,M,3
11232,Rosa,Good,2542 Goff Avenue,6623721189,4.14123E+15,23,20000,F,7
11233,Mary,Mang,1115 Lewis Street,5529771644,9.73448E+15,25,60000,F,2
11234,Bette,Dickens,4540 Oakdale Avenue,7097619201,3.76915E+15,74,80000,F,6
11235,Janice,Lee,883 Heavens Way,9393078763,4.93901E+15,26,80000,F,7
11236,Daniel,Sanders,4232 Braxton Street,5867465656,9.25408E+15,69,100000,M,4
11237,Paul,Wilde,1079 Terry Lane,2098738906,6.95128E+15,66,100000,M,9
11238,Robert,Stott,1612 Paul Wayne Haggerty Road,5569853196,2.01731E+15,20,80000,M,1
11239,Edward,Patel,236 Jacobs Street,8632701123,6.97856E+15,47,80000,M,4
11240,Robert,Burke,3782 Wildrose Lane,8690175904,6.3467E+15,36,80000,M,4
11241,Jessie,Bailey,682 Woodlawn Drive,7772582481,8.67186E+15,56,80000,F,1
11242,Susan,Le,1731 McKinley Avenue,1750772289,5.39943E+15,35,100000,F,6
11243,Richard,Shanks,4939 Winding Way,4959950043,8.87165E+15,73,100000,M,6
11244,Ann,Munoz,2093 Thompson Street,3188539967,5.3413E+15,52,20000,F,10
11245,Marcia,Solley,3209 Elmwood Avenue,4678692311,7.8504E+15,84,60000,F,10
11246,Anthony,Phillips,989 Dovetail Drive,5379039217,9.75994E+15,45,60000,M,6
11247,Judy,Criswell,1196 Highland Drive,4533336548,5.95085E+15,25,100000,F,3
11248,Richard,Jenkins,986 Eva Pearl Street,7247884936,6.39485E+15,54,20000,M,8
11249,Tamara,Strickland,690 Tenmile Road,5470567923,7.5376E+15,72,80000,F,10
11250,Penny,Sandiford,4643 Pretty View Lane,3688280303,3.11484E+15,87,80000,F,10
11251,Gary,Jemison,2981 Melrose Street,7354958305,1.47762E+15,68,40000,M,2
11252,Herbert,Holquin,4872 Gateway Road,8235326279,6.90347E+15,88,100000,M,1
11253,Robert,Bell,3092 Masonic Hill Road,5414895331,2.53667E+15,26,60000,M,8
11254,Andrew,Brooks,4446 Hall Place,5685357276,1.26175E+15,62,60000,M,4
11255,Karen,McCarville,2117 Ferry Street,4821211952,6.74173E+15,24,100000,F,4
11256,Lance,Gossman,33 Heavens Way,3059430885,3.79536E+15,26,80000,M,3
11257,Ralph,Sells,231 Berkley Street,7459345760,7.70004E+15,55,100000,M,5
11258,John,Laughlin,166 Tail Ends Road,8519026498,8.97148E+15,69,80000,M,3
11259,Randolph,Kennedy,4790 Raver Croft Drive,5266894641,5.49746E+15,26,60000,M,2
11260,Helen,Lewis,4330 Spadafore Drive,5210819156,9.33299E+15,51,100000,F,3
11261,Manuel,Scranton,3427 Walnut Street,5897151176,3.23E+15,34,100000,M,3
11262,Betty,Currin,2118 Peaceful Lane,6564508026,9.36026E+15,71,20000,F,9
11263,Michael,Meeks,2657 Harley Brook Lane,2946445080,3.505E+15,45,20000,M,10
11264,Bernard,Chen,282 State Street,2784868353,9.36474E+15,88,20000,M,3
11265,Jenny,Delaney,4083 Benson Park Drive,9797062708,4.76372E+15,59,20000,F,9
11266,Karmen,Vang,3894 Luke Lane,7122833449,2.16999E+15,34,20000,F,8
11267,Manuel,Cadena,81 Simpson Square,2675612604,4.386E+15,57,40000,M,5
11268,Victor,Miles,1826 Carolina Avenue,8155210900,2.27868E+15,56,20000,M,10
11269,Betty,Wilkerson,4685 Maryland Avenue,8255612894,3.70034E+15,46,60000,F,10
11270,Sandra,Whitworth,4291 Conference Center Way,8034340617,4.70565E+15,78,80000,F,4
11271,Adam,Penrod,1274 Emerson Road,6644644532,4.47131E+15,29,60000,M,7
11272,Nicole,Tate,4882 Cinnamon Lane,1958528374,6.45261E+15,20,80000,F,10
11273,Sheri,Williams,1263 Gandy Street,7834540420,1.22025E+15,64,40000,F,4
11274,Walter,Daley,2053 Oak Avenue,8690681446,3.86653E+15,58,40000,M,6
11275,Michael,Stewart,2097 Braxton Street,4085848446,2.78262E+15,56,40000,M,1
11276,Shiloh,Velazquez,4321 Bryan Avenue,6914589205,9.81887E+15,44,20000,F,6
11277,Richard,Roe,2667 Sycamore Road,6925371329,3.99349E+15,54,20000,M,5
11278,Robert,McGoldrick,30 Rose Street,5069330510,1.47475E+15,29,20000,M,2
11279,Angela,Horton,3709 Point Street,5088211991,1.85632E+15,36,60000,F,6
11280,Kenneth,Waltrip,763 Hannah Street,6847416834,8.04953E+15,36,80000,M,5
11281,Mary,Jacobs,4456 George Avenue,1662107088,8.66873E+15,60,40000,F,1
11282,Dawn,Rodriguez,4750 Hillcrest Avenue,2682841405,8.58047E+15,32,80000,F,8
11283,Joseph,Vincent,2886 Brookside Drive,8100400856,2.47341E+15,76,80000,M,7
11284,Sandy,Martin,2089 Trails End Road,2942108694,2.20818E+15,73,40000,F,6
11285,Mary,Wright,1980 Everette Alley,3531937621,5.47036E+15,80,60000,F,5
11286,Margie,Turnage,1812 Jones Street,1507465287,6.07535E+15,24,40000,F,4
11287,Jerry,Jennings,3778 Lake Floyd Circle,4681057390,9.15508E+15,39,20000,M,2
11288,Kathy,Morris,4906 New York Avenue,1805689475,6.11848E+15,72,40000,F,5
11289,Herbert,McElroy,4294 Nicholas Street,5750408288,4.89097E+15,73,40000,M,8
11290,Ignacio,Davis,2626 Pride Avenue,3730856428,3.87483E+15,64,100000,M,6
11291,Hazel,Currie,2327 Circle Drive,1462177998,3.79808E+15,35,80000,F,2
11292,Terry,Clark,4021 Quilly Lane,3784854480,8.03351E+15,55,100000,F,10
11293,John,Torres,4699 Spring Street,1596339478,7.13457E+15,63,100000,M,3
11294,Debra,Barnette,4284 Hart Ridge Road,9506540575,4.90326E+15,49,100000,F,9
11295,Gary,Henault,2840 Meadow Drive,5984397610,4.54101E+15,38,100000,M,2
11296,Walter,Hayes,1557 Coal Road,2660566522,9.56858E+15,82,60000,M,1
11297,David,Silver,570 Mulberry Lane,3018011174,2.20741E+15,63,40000,M,4
11298,Carla,Anderson,352 Joy Lane,1495845479,9.86457E+15,35,40000,F,10
11299,James,McClay,3262 University Street,8054505929,6.59193E+15,84,100000,M,7
11300,Matthew,Young,1932 Preston Street,5986730126,4.10955E+15,37,80000,M,10
11301,Kelly,Poitras,260 Thrash Trail,5381884160,5.32938E+15,32,40000,F,8
11302,Donald,Campbell,4306 Kelly Drive,3776538907,7.61239E+15,18,60000,M,9
11303,Curtis,Spencer,2890 Devils Hill Road,6301805460,2.80174E+15,64,20000,M,5
11304,Beulah,Boone,3492 Gore Street,9750450387,1.91059E+15,35,40000,F,8
11305,Victor,Johnson,1654 Midway Road,4548476616,6.74588E+15,85,20000,M,3
11306,Richard,Craig,3435 North Bend River Road,8795737370,4.91789E+15,61,100000,M,10
11307,Kevin,Herrington,4740 Westfall Avenue,2603850731,1.7493E+15,83,100000,M,1
11308,Librada,Ray,3922 Froe Street,1625703816,2.94793E+15,28,80000,F,6
11309,Dolores,Gleason,1036 Davis Court,7365495966,7.44163E+15,54,80000,F,9
11310,Walter,Nielson,2572 Baker Avenue,9250896422,5.08565E+15,26,60000,M,5
11311,Lynda,Joyce,4708 Gateway Road,4720349418,7.2182E+15,25,100000,F,1
11312,Denis,Slack,4352 Lonely Oak Drive,6702540122,9.22004E+15,78,60000,M,1
11313,Benjamin,Marcus,3119 Wayside Lane,6947211413,3.68586E+15,83,40000,M,1
11314,Elizabeth,Wright,165 Braxton Street,7495879643,3.60414E+15,54,100000,F,4
11315,Bruce,Adamson,4673 Liberty Avenue,7779409424,6.76673E+15,51,60000,M,3
11316,Milton,Clark,1730 Sundown Lane,3652266782,1.00443E+15,60,20000,M,8
11317,Arthur,Gowins,38 Cambridge Place,5731300378,6.76136E+15,68,40000,M,4
11318,Thomas,Baker,177 Heavens Way,3211581022,8.17288E+15,25,60000,M,8
11319,Donna,Oshea,310 Austin Secret Lane,4134217774,8.82347E+15,40,40000,F,10
11320,Helen,Rowe,4356 Norma Avenue,6283045482,8.62263E+15,32,100000,F,8
11321,Jaime,Jackson,368 Browning Lane,3658674558,7.02888E+15,52,20000,M,6
11322,Miguel,Bowen,3103 John Daniel Drive,3517982587,9.08726E+15,87,100000,M,9
11323,Bessie,Long,2587 Derek Drive,6427235855,6.45678E+15,54,60000,F,6
11324,Douglas,Gonzales,4154 Cunningham Court,3435251086,9.08041E+15,49,60000,M,1
11325,Melanie,Brown,2093 McDowell Street,9920562423,9.18411E+15,41,40000,F,4
11326,Tiana,Harris,4652 Franklin Avenue,1046531921,1.90235E+15,44,20000,F,10
11327,Janet,Freeman,4490 Clay Street,8943346667,3.67682E+15,49,100000,F,10
11328,Robert,Oneal,3061 Hart Country Lane,2060027824,1.95397E+15,21,80000,M,1
11329,Bruce,Parisien,3512 Stonecoal Road,4043315283,9.51442E+15,63,40000,M,7
11330,Mildred,Thomas,3525 Westfall Avenue,9802853697,9.62841E+15,33,20000,F,5
11331,George,Houston,4226 Masonic Drive,4969712504,9.6631E+15,25,60000,M,1
11332,Josefa,Amos,3889 Tipple Road,4153905439,8.89236E+15,43,80000,F,4
11333,Brenda,Brown,2720 Shingleton Road,1937758668,5.64616E+15,40,80000,F,8
11334,Rebecca,Wilson,3116 Levy Court,8950449026,1.35997E+15,77,20000,F,5
11335,Mike,Perdue,561 Emeral Dreams Drive,3248915419,3.99801E+15,47,60000,M,5
11336,Deon,Johnston,1330 Hornor Avenue,7264906268,7.80733E+15,34,100000,F,5
11337,Jeffrey,Hoffman,932 Bryan Street,4235046532,1.33154E+15,87,60000,M,4
11338,Paulette,Knight,3087 Pallet Street,7787236114,3.97625E+15,73,20000,F,9
11339,Russell,Alexandre,4419 Ferguson Street,4135987415,8.42904E+15,80,100000,M,9
11340,Betty,Deeds,2224 Isaacs Creek Road,2676430678,4.15433E+15,43,80000,F,3
11341,Marty,Jordan,2012 Tori Lane,7198780038,8.00432E+15,48,60000,M,7
11342,Dion,Pritts,49 Ryan Road,9930053269,1.99407E+15,56,40000,M,7
11343,Sandra,Knox,1479 Broadway Avenue,4400276224,2.5148E+15,55,80000,F,9
11344,Suzann,Alcaraz,3323 Newton Street,7706288299,5.95903E+15,42,100000,F,2
11345,Helen,Jackson,2468 Thompson Drive,7347642056,4.98812E+15,40,60000,F,5
11346,Nancy,Hauck,2483 Hickory Heights Drive,5777560344,9.74907E+15,46,20000,F,8
11347,Geraldine,Wagner,4605 Pritchard Court,2546051871,2.27687E+15,36,60000,F,4
11348,Lawrence,Smith,299 Fairfield Road,5381385672,1.59757E+15,63,60000,M,4
11349,Sharon,Moses,4656 Agriculture Lane,7330695687,6.12586E+15,90,40000,F,3
11350,Nancy,Purdue,202 Holly Street,6763659485,9.71916E+15,38,40000,F,6
11351,John,Easter,3919 Northwest Boulevard,4608013832,1.21496E+15,34,100000,M,1
11352,Darrell,Pope,2863 Riverside Drive,9712602050,9.72993E+15,81,80000,M,9
11353,Manuel,Duby,621 Hiddenview Drive,1730700443,7.84558E+15,46,20000,M,8
11354,Nancy,Arter,1735 Terry Lane,3553341985,1.60941E+15,37,20000,F,8
11355,Sheryl,Pablo,779 Sardis Station,8907485331,4.38913E+15,57,20000,F,5
11356,Carolyn,Long,1343 Melody Lane,2543989638,7.74924E+15,80,100000,F,3
11357,Antonietta,Sterner,2989 Fairfield Road,8192966051,2.98185E+15,33,80000,F,7
11358,Katherine,Giuliani,1934 Earnhardt Drive,2529145623,7.83235E+15,50,100000,F,1
11359,Deborah,Ramm,1342 Confederate Drive,3606536790,4.8496E+15,35,80000,F,3
11360,John,Storch,3941 Hall Street,8871292143,6.30638E+15,33,60000,M,7
11361,Nicholas,Cole,302 Khale Street,4959759254,5.34987E+15,18,40000,M,5
11362,Joseph,White,1650 Norma Lane,3137587023,7.01077E+15,87,80000,M,10
11363,Paul,King,4048 Old House Drive,4182348179,6.72713E+15,38,20000,M,3
11364,Debra,Gilliard,156 Fowler Avenue,2860995886,6.46066E+15,66,60000,F,4
11365,Mary,Obrien,1110 Adonais Way,6476260881,6.11525E+15,28,40000,F,3
11366,William,Delaney,4253 Calvin Street,5273755489,2.19044E+15,56,80000,M,9
11367,Claire,Mullins,2450 Twin House Lane,1275653784,1.86611E+15,77,80000,F,9
11368,Eddie,Anderson,1426 Burwell Heights Road,2927374713,5.23559E+15,29,100000,M,6
11369,Sheila,Thompson,2191 Eva Pearl Street,2280209130,8.45811E+15,76,80000,F,2
11370,Jeffrey,Lheureux,2100 Vesta Drive,2185611184,7.31929E+15,54,40000,M,7
11371,Elvira,Faulkner,3350 Browning Lane,2391110954,7.5901E+15,24,60000,F,9
11372,Ruben,Jackson,4142 Grand Avenue,4778831323,2.52175E+15,63,60000,M,3
11373,Harold,Grosvenor,4733 Big Indian,9318409756,9.92192E+15,60,40000,M,5
11374,Alex,Thorne,4791 Fittro Street,5443627920,8.88218E+15,25,80000,M,1
11375,Julia,Johnson,2656 Virginia Street,3464002975,2.07589E+15,79,60000,F,5
11376,Louella,Bannister,4886 Pickens Way,9741702341,9.00542E+15,41,100000,F,6
11377,Cesar,Rudolph,696 Ritter Street,7976135260,9.57843E+15,77,40000,M,9
11378,Brenda,Wise,4059 Brannon Street,6605229449,4.49061E+15,73,20000,F,7
11379,Patricia,Switzer,2974 Pearl Street,1806376749,3.99878E+15,50,80000,F,7
11380,Frank,Etheredge,411 Sumner Street,6910896227,6.02037E+15,33,80000,M,4
11381,Steve,Shim,4199 Boring Lane,9142796345,8.84852E+15,62,80000,M,1
11382,John,Brogdon,1020 Rivendell Drive,1855857776,1.28491E+15,65,40000,M,2
11383,Charles,Hunt,768 Stark Hollow Road,7203782316,1.12831E+15,42,60000,M,2
11384,Christina,Phillips,2445 Laurel Lee,2206520969,3.63736E+15,80,80000,F,5
11385,Judith,Bigelow,1856 Tetrick Road,9217155246,9.63509E+15,67,20000,F,6
11386,Kevin,Carn,2682 Bobcat Drive,6480820469,3.51095E+15,48,20000,M,10
11387,Alberto,Hagerty,4161 Murry Street,3231887373,4.38755E+15,59,80000,M,6
11388,Elizabeth,Pelkey,896 Palmer Road,5774681043,9.74988E+15,68,60000,F,9
11389,Edward,Turner,4953 Central Avenue,8798667524,6.42468E+15,25,100000,M,6
11390,Vashti,Jefferson,349 Cerullo Road,5113101562,7.35918E+15,61,40000,F,4
11391,Patricia,Booe,2164 Straford Park,6571478560,8.80363E+15,34,60000,F,3
11392,Brian,Reed,2189 Amethyst Drive,9594630098,7.9328E+15,37,20000,M,6
11393,Francisco,Everton,2004 Kenwood Place,9476142442,7.66527E+15,82,40000,M,10
11394,Eleanor,McCallister,790 Heather Sees Way,5019282388,7.64679E+15,25,40000,F,1
11395,Patricia,Pringle,1232 Garfield Road,9197892053,2.8599E+15,53,20000,F,1
11396,Frank,Walter,1428 Thorn Street,4347082923,2.01854E+15,35,100000,M,1
11397,Larry,Chavarria,408 Thunder Road,5605753805,7.74476E+15,60,40000,M,6
11398,Sally,Carrillo,2603 Euclid Avenue,4747375779,5.67771E+15,82,80000,F,4
11399,Frank,Crawford,4836 Lonely Oak Drive,2712646744,3.65525E+15,84,20000,M,8
11400,Carrie,Alaniz,2858 Elk Avenue,3357234267,2.16376E+15,27,60000,F,2
11401,Melina,Thomas,1811 Charack Road,7599774024,6.03453E+15,23,60000,F,9
11402,Laurie,Fleck,2539 Garfield Road,3202003382,5.86051E+15,19,80000,F,1
11403,Christopher,Norman,1073 Clinton Street,4864752184,9.78673E+15,68,80000,M,9
11404,Annabelle,Gess,853 Armbrester Drive,9587604970,7.10362E+15,48,80000,F,7
11405,Vivian,Tucker,4832 Barfield Lane,9691703069,3.72272E+15,24,60000,F,7
11406,Christopher,James,1535 Amethyst Drive,7205934583,7.23087E+15,33,40000,M,1
11407,Kim,Springer,386 Mill Street,2783389387,8.11708E+15,19,100000,F,8
11408,Charles,Cox,4719 Jarvisville Road,7227147378,7.59141E+15,68,40000,M,9
11409,Patricia,Mayer,306 Trainer Avenue,2392992662,5.5306E+15,81,60000,F,4
11410,Carmella,Mathis,4828 Friendship Lane,5978641472,3.89194E+15,73,80000,F,10
11411,Rosie,Wilder,4013 Sunny Glen Lane,3385339694,2.57565E+15,81,80000,F,9
11412,Vernon,Napier,21 Hemlock Lane,6664343308,8.42168E+15,60,20000,M,6
11413,Margaret,Aldridge,3185 Holden Street,2483175524,3.33703E+15,47,60000,F,9
11414,Jane,Sullivan,3358 Flynn Street,8642504731,1.46353E+15,55,80000,F,5
11415,Walter,Perez,1600 Woodrow Way,3332726505,2.74165E+15,76,100000,M,3
11416,Isabella,Weed,2598 James Street,2228396328,5.44973E+15,41,40000,F,7
11417,Anthony,Coakley,2036 Stone Lane,3356132085,2.19909E+15,56,40000,M,6
11418,Gabriel,Cutler,2464 Garfield Road,8815185552,2.11005E+15,46,60000,M,9
11419,Shannon,Jamison,1198 Cherry Camp Road,2397511467,3.24406E+15,70,80000,F,10
11420,Olga,Cleaver,4517 Cambridge Drive,8229741350,4.54775E+15,31,80000,F,5
11421,Sam,Keith,3620 Sugarfoot Lane,5911951572,1.90373E+15,75,80000,M,8
11422,Cecelia,Israel,4920 Horner Street,8047776300,2.03493E+15,75,20000,F,6
11423,Sara,Tijerina,1230 Ben Street,7088603785,5.86961E+15,68,80000,F,5
11424,Daniel,Brooks,1165 Lucy Lane,5794710037,4.94568E+15,26,40000,M,7
11425,Agnes,Miller,2483 Hall Street,8051589790,4.64361E+15,66,20000,F,3
11426,Michelle,Barrett,529 Blackwell Street,4679591567,7.9207E+15,88,100000,F,4
11427,Donna,Kee,2313 Lilac Lane,2473566183,1.4357E+15,89,20000,F,2
11428,Glenn,Reaves,278 Boring Lane,6396878722,3.32744E+15,46,40000,M,6
11429,Teresa,Field,143 Fairway Drive,1323972652,1.01835E+15,36,60000,F,8
11430,Phillip,Wilken,4825 Dogwood Lane,3752049705,2.61594E+15,62,20000,M,10
11431,Robert,Guzman,656 Joseph Street,4301798182,1.99036E+15,28,100000,M,5
11432,David,Cothran,3577 Sharon Lane,2661425516,4.57184E+15,46,40000,M,4
11433,Stephanie,Marsh,157 Stutler Lane,2486312354,1.48982E+15,40,80000,F,5
11434,Carol,Flood,180 Rowes Lane,3291214060,6.41953E+15,33,60000,F,4
11435,Robert,Marler,1852 Village View Drive,7990215169,9.20846E+15,44,100000,M,8
11436,Gerald,Collins,3511 Henery Street,8597358224,6.25703E+15,59,80000,M,2
11437,Walter,Holley,4721 Florence Street,3427713815,8.43604E+15,49,100000,M,8
11438,Angie,Drennon,3395 Lake Floyd Circle,4181080495,3.95438E+15,32,60000,F,5
11439,Johnathon,Johnson,518 Valley Drive,7052041617,1.1766E+15,51,80000,M,6
11440,Robert,Vaughn,4396 Andy Street,6802408081,6.2055E+15,39,100000,M,3
11441,Lynn,Murdock,3010 Wexford Way,6603652864,8.33108E+15,63,40000,F,3
11442,Robert,Garza,2373 Wakefield Street,3748171831,4.80305E+15,75,60000,M,9
11443,Jeremy,Miller,3724 Griffin Street,8793194129,5.66581E+15,87,40000,M,6
11444,Alfonso,Cisneros,712 Briarwood Drive,1643456276,3.57832E+15,61,60000,M,8
11445,Ivan,Frazier,1362 Progress Way,3797205717,4.2107E+15,80,40000,M,6
11446,Michael,Baxter,2565 Cabell Avenue,8204206582,2.43934E+15,52,100000,M,1
11447,Barbara,Welsh,3711 Emma Street,9252207301,4.05149E+15,39,40000,F,3
11448,Eugene,Otter,720 Lonely Oak Drive,8221792099,3.83273E+15,66,80000,M,1
11449,Carol,Vaughn,1733 Boundary Street,9304172812,5.78513E+15,34,100000,F,2
11450,Anna,Piazza,2743 George Street,9067312521,2.59036E+15,18,80000,F,3
11451,Sherry,Hoang,2993 Upton Avenue,3305628252,3.11733E+15,84,40000,F,4
11452,Sharon,Parr,4073 Turkey Pen Lane,7252126250,1.83455E+15,52,80000,F,4
11453,Anna,Whittaker,4770 Davis Court,3812206549,1.16494E+15,64,80000,F,10
11454,Joey,Lu,2773 Mayo Street,5007021265,4.14552E+15,24,80000,M,5
11455,Mckenzie,Cochran,4074 Perry Street,3626475917,1.73292E+15,73,40000,F,10
11456,Louise,Cerrone,2626 Charla Lane,7025110147,9.68115E+15,39,80000,F,9
11457,Leesa,Elias,828 Junkins Avenue,3995308981,3.51702E+15,21,20000,F,10
11458,Frank,Evangelista,2776 College Avenue,7409813481,5.80564E+15,62,40000,M,1
11459,Irma,Pettit,3110 Patterson Road,5118903528,5.00756E+15,75,40000,F,7
11460,Eric,Toney,492 Reynolds Alley,7308210100,5.11497E+15,68,60000,M,7
11461,Jessica,Corrales,4805 Chandler Hollow Road,4947439914,7.79535E+15,39,20000,F,7
11462,Pamela,Murphy,2091 James Avenue,2564054682,5.9065E+15,65,100000,F,1
11463,Elizabeth,Tibbs,3097 Big Indian,4571251064,9.13415E+15,79,100000,F,4
11464,Kathryn,Carpenter,665 Sycamore Road,5859398104,3.23745E+15,30,20000,F,3
11465,Gary,Bissell,4590 Pineview Drive,2247360673,2.95996E+15,43,40000,M,10
11466,Roseanne,Clevenger,3095 Haul Road,8630967854,2.79793E+15,48,20000,F,4
11467,Phyllis,Coleman,2772 Butternut Lane,7917986520,1.49E+15,33,60000,F,10
11468,Wilson,Roberts,3254 Willow Greene Drive,5898878586,3.90025E+15,83,100000,M,6
11469,Rosena,Mader,2267 Norma Avenue,1363988880,8.14761E+15,70,100000,F,3
11470,Zachary,Hobson,4937 Cabell Avenue,7640412311,9.2413E+15,70,20000,M,5
11471,Alexia,Gutierrez,3173 Medical Center Drive,7293480951,1.02242E+15,31,80000,F,2
11472,Anthony,Sommerfield,1186 Par Drive,3073515235,6.1563E+15,42,100000,M,2
11473,Stephanie,Baker,1313 Roosevelt Wilson Lane,6740069117,3.45021E+15,32,60000,F,3
